10001;0.898871881;0.153606389;0.284990578;0.430265192;0.85506561;0.796187701;0.5165661;0.053044072;0.046340427;0.270615102;0.155475085;0.823154002;0.923946953;0.39821419;0.526730539;0.130787492;0.585668725;0.576891453;0.900666337;0.027720073;0.043993004;0.621457165;0.752531508;0.366565429;0.734633271;0.701803079;0.937037608;0.933865805;0.621077951;0.852066728;0.882207015;0.568108066;0.858075542;0.851925881;0.644053281;0.002226762;0.094435543;0.372622339;0.211623989;0.7405462;0.011463844;0.298222435;0.812486047;0.264694832;0.814704248;0.333507691;0.855087323;0.003052239;0.155986869;0.54055926;0.409834981;0.107919198;0.621399851;0.703359548;0.593245362;0.418583026;0.425926477;0.629415251;0.163687439;0.574093991;0.16316464;0.98704678;0.763917669;0.169493989;0.909265087;0.044723596;0.129312234;0.592542712;0.036045391;0.233518516;0.778893706;0.124918187;0.858750928;0.155760171;0.250032248;0.060102291;0.984207084;0.780813769;0.676009098;0.234157009;0.253757665;0.153059643;0.718326938;0.820173632;0.643614873;0.210512964;0.30499339;0.535239247;0.731199826;0.715487097;0.800877325;0.104656908;0.753843317;0.317646021;0.819879655;0.116375201;0.660605724;0.310106877;0.531553169;0.149238791
10002;0.524810655;0.336191432;0.473922646;0.991053295;0.648779523;0.418730453;0.706262441;0.341785824;0.452503174;0.684828645;0.778363805;0.893487448;0.777228148;0.387713175;0.403515523;0.004439858;0.893093404;0.724474248;0.348054523;0.656962379;0.330440306;0.743330923;0.571052162;0.864053792;0.96941382;0.518998598;0.219003006;0.673907851;0.403887441;0.185307599;0.860767544;0.443817868;0.580664789;0.451761866;0.777446079;0.79523887;0.478932923;0.821032289;0.846761473;0.914272615;0.673277361;0.580658934;0.276703908;0.922762637;0.295448792;0.062247772;0.87904441;0.230486685;0.491257612;0.865766964;0.88608746;0.092316728;0.806813263;0.049854082;0.541527721;0.37870971;0.778289919;0.95788095;0.697972435;0.232794959;0.886480604;0.727891254;0.809248614;0.964683454;0.842756181;0.001390549;0.430430977;0.320327945;0.772205969;0.749884001;0.771941413;0.211095665;0.888416295;0.226653208;0.517688243;0.911816403;0.59851424;0.381763094;0.564174198;0.364029718;0.728890258;0.358238101;0.571382623;0.063067065;0.093052;0.403172353;0.166153337;0.641728425;0.494795029;0.969211824;0.464519968;0.382205775;0.27929579;0.156890269;0.791184765;0.401033802;0.800558076;0.872713331;0.280411847;0.969715856
10003;0.990687688;0.589891245;0.527063453;0.109517318;0.740971626;0.913480668;0.413618607;0.971450315;0.68022885;0.353786298;0.682640613;0.752352315;0.174679038;0.194357153;0.059380466;0.939060918;0.652604216;0.32792728;0.892825617;0.181814956;0.404481808;0.231970458;0.042014453;0.983716798;0.448121224;0.915400831;0.076107673;0.912607543;0.426772847;0.550604574;0.99833179;0.446987752;0.666344082;0.154631302;0.867445497;0.746115337;0.049627338;0.524009476;0.875820861;0.18990844;0.35866189;0.058012758;0.568608822;0.018241849;0.455090073;0.988413636;0.283280859;0.83364032;0.761637332;0.852821262;0.990659286;0.70799681;0.179670033;0.107276695;0.238510425;0.020449398;0.043759142;0.555348108;0.520281148;0.466530163;0.552004186;0.519418208;0.925657983;0.323527463;0.074009852;0.998942517;0.561279231;0.967108539;0.266802829;0.241133434;0.746297465;0.792974407;0.330700496;0.418310624;0.922819048;0.679123697;0.830091011;0.243506556;0.499408933;0.273145881;0.665960075;0.635064385;0.472747528;0.866041635;0.405893851;0.829288715;0.861063402;0.450068999;0.526935541;0.871860663;0.754500872;0.233037978;0.243954401;0.203833596;0.5765333;0.297511799;0.494139627;0.739630054;0.873352888;0.389311454
10004;0.224043655;0.175017133;0.80605542;0.153867711;0.644421426;0.758052834;0.71386059;0.264286519;0.718219769;0.032802299;0.988117071;0.175073755;0.003289658;0.942463176;0.409737814;0.474428878;0.659879382;0.786657036;0.168137608;0.325217545;0.021482254;0.319155635;0.274480829;0.068396562;0.574753079;0.625235939;0.257064201;0.599237091;0.964502074;0.590210335;0.259104071;0.297824682;0.250423133;0.184411488;0.573435283;0.132419647;0.473947339;0.514751433;0.2653675;0.317779865;0.096914119;0.941167443;0.276853603;0.927984287;0.024146605;0.465142767;0.588436752;0.362369739;0.359298649;0.317951097;0.311529727;0.409604832;0.528904584;0.109648268;0.968151771;0.459715953;0.364993298;0.268715584;0.604602837;0.156158936;0.604714458;0.81979225;0.047237461;0.840788373;0.24278397;0.205197053;0.007602398;0.794843234;0.580288204;0.926798832;0.106474698;0.395873328;0.038029422;0.903444151;0.854766243;0.268343256;0.538121953;0.743661956;0.33866277;0.111874423;0.664117743;0.052102146;0.081574135;0.239613749;0.042401054;0.526656226;0.08513201;0.535742345;0.956065422;0.965828991;0.594381355;0.696166509;0.537251284;0.809151892;0.413657494;0.081042133;0.00871563;0.452853978;0.37659538;0.101807873
10005;0.890632965;0.828378715;0.782488308;0.918138116;0.259919785;0.991366688;0.270959234;0.747297631;0.695579419;0.032272592;0.830618881;0.048298119;0.683827136;0.089107458;0.619415887;0.665942545;0.386502473;0.084721846;0.766130814;0.7635307;0.220015173;0.991076935;0.84664412;0.731825089;0.627414207;0.85795205;0.690325208;0.539855329;0.035575507;0.491647869;0.785207074;0.217546365;0.507851646;0.564650194;0.630869832;0.785449546;0.452453566;0.158724309;0.846673817;0.552857766;0.41948567;0.02924924;0.463192892;0.095752715;0.713503477;0.288802267;0.407519433;0.712799956;0.809240119;0.703416475;0.216323536;0.700710088;0.083156485;0.407902147;0.176234151;0.978828401;0.953960853;0.70949923;0.071818058;0.527948584;0.289278444;0.989458681;0.960094014;0.988584913;0.171678635;0.689659065;0.903992582;0.336651423;0.723145486;0.533949827;0.383656578;0.893117952;0.453461623;0.184917973;0.541155883;0.941087042;0.566091588;0.784117066;0.441247295;0.185736258;0.41673633;0.670361826;0.221043391;0.311617775;0.972568495;0.488543538;0.659079199;0.340669473;0.118937042;0.307067355;0.280379098;0.464148636;0.761614379;0.698684065;0.777841901;0.62014461;0.011982424;0.290309801;0.102879056;0.319146165
10006;0.597248244;0.896390138;0.278558544;0.206606138;0.904996797;0.999121008;0.383551759;0.23093178;0.717323537;0.967540161;0.103207988;0.85915295;0.010894663;0.144474955;0.347626294;0.587010106;0.170688795;0.133897832;0.433467065;0.6610329;0.964151729;0.951446065;0.611401507;0.42693319;0.025586472;0.456118713;0.567294442;0.191328014;0.037570226;0.066290989;0.247445497;0.699854805;0.562302347;0.634327037;0.755658146;0.710956706;0.813124567;0.221758693;0.109042713;0.02945951;0.479732644;0.135585829;0.691807874;0.365023923;0.32144811;0.188950593;0.120809293;0.674056601;0.6961243;0.889773076;0.617335061;0.515777577;0.072537062;0.508961023;0.812339419;0.969690195;0.18062948;0.791649757;0.249669168;0.600313978;0.461799124;0.84447198;0.028125728;0.316127485;0.654495774;0.620275073;0.857604616;0.110298914;0.153374285;0.270047762;0.444452774;0.605598216;0.330441618;0.300477843;0.517606969;0.415538392;0.706322159;0.03878208;0.622892166;0.999261124;0.337376054;0.974652557;0.602310009;0.167028094;0.993860635;0.707563222;0.412869976;0.507810176;0.413131543;0.347486948;0.392851291;0.317772462;0.948331541;0.190730353;0.829490007;0.487252516;0.824367529;0.840264906;0.403711289;0.75515386
10007;0.911881808;0.178640784;0.234708038;0.796388126;0.171196554;0.208418667;0.912123948;0.691972217;0.54168871;0.402670054;0.634096727;0.873097905;0.690890181;0.782218405;0.333789704;0.287134445;0.530502673;0.219791063;0.924129527;0.6224646;0.674177093;0.275374729;0.524677162;0.231798869;0.232006493;0.661287421;0.957057958;0.826963064;0.844675104;0.693628789;0.022542696;0.392643041;0.920628646;0.330217925;0.525417465;0.715937646;0.830955959;0.174705549;0.899224953;0.97091681;0.803888608;0.238633577;0.667277764;0.589769753;0.280187423;0.974047751;0.272987146;0.690094991;0.8187954;0.305976632;0.498459699;0.481915822;0.294841373;0.308476724;0.226738635;0.184058907;0.987735358;0.774011447;0.808723352;0.865136003;0.315068492;0.058295359;0.143003941;0.532663761;0.110484707;0.257772584;0.914228217;0.04888581;0.975484593;0.460992558;0.230767194;0.324907591;0.752421607;0.291336753;0.814224394;0.410850314;0.006777301;0.596260105;0.397954718;0.053075014;0.674337502;0.906070812;0.521436898;0.702581377;0.120705639;0.341274033;0.978694135;0.023330845;0.472561128;0.226385423;0.838644502;0.371424306;0.995575768;0.158602258;0.590607893;0.15395952;0.024047075;0.130665542;0.026240309;0.763717253
10008;0.623532052;0.210457526;0.312209555;0.620449205;0.982068864;0.338181351;0.585616037;0.759322335;0.388145695;0.971218657;0.028509068;0.109047915;0.369692028;0.416983488;0.2709537;0.543175717;0.062681876;0.664711532;0.618793053;0.723118207;0.792288298;0.748307387;0.685017104;0.233582483;0.950362126;0.485020064;0.538828256;0.867976908;0.730876235;0.980449534;0.202111188;0.883807711;0.324960798;0.2836055;0.55991709;0.840590641;0.793959444;0.001849955;0.317442555;0.610695937;0.764445536;0.186368519;0.667893791;0.844792609;0.105002595;0.070906023;0.926752499;0.213258264;0.659808765;0.899151058;0.470367258;0.660578661;0.578703267;0.117140063;0.623916176;0.766922183;0.565909942;0.98723136;0.514040087;0.703123051;0.522404024;0.617542869;0.258237259;0.814669656;0.523484918;0.543123814;0.886514523;0.111234599;0.647907995;0.75472629;0.158551356;0.523044917;0.322765858;0.303068747;0.974902739;0.611187234;0.206790533;0.744469896;0.457292555;0.873112937;0.941604872;0.543162056;0.25565811;0.658177713;0.42552616;0.00824694;0.175153254;0.140198824;0.399290019;0.320193025;0.577304468;0.381152295;0.392880518;0.991037925;0.034803419;0.356774973;0.616443476;0.140681997;0.757105426;0.277071402
10009;0.202196024;0.571531477;0.178896322;0.210626165;0.746043695;0.12024292;0.280260789;0.372549941;0.357240655;0.914647312;0.650920918;0.434908224;0.024288173;0.317354436;0.372131622;0.653237888;0.57707782;0.818953992;0.727996998;0.511032763;0.119731275;0.983400454;0.479064514;0.979513938;0.071115969;0.430394346;0.48390925;0.225881541;0.239375761;0.955894273;0.286283049;0.982870214;0.586497554;0.122694987;0.388662702;0.48391603;0.579906092;0.142289407;0.448391565;0.067849578;0.328127042;0.418968994;0.853196279;0.980544027;0.856628845;0.473722191;0.152117321;0.066247025;0.309568735;0.580756097;0.214586693;0.366245584;0.253462986;0.947044838;0.063872595;0.546174191;0.044366162;0.570165451;0.019286232;0.422145393;0.052595811;0.978876815;0.930242794;0.301421864;0.177134038;0.508323148;0.279316198;0.942338253;0.702183422;0.64344958;0.682277616;0.0733577;0.138843713;0.233314042;0.097424913;0.018100989;0.041616025;0.532495169;0.270907153;0.964403048;0.765337654;0.187031477;0.516513607;0.776399524;0.86011508;0.777577582;0.19953111;0.422759328;0.148997126;0.254611441;0.998584805;0.875435739;0.142967359;0.463693076;0.570442757;0.342259108;0.825489443;0.077255297;0.464189222;0.950355678
10010;0.600530889;0.101190692;0.587389036;0.537637103;0.44446879;0.368693209;0.429199828;0.492087376;0.449626476;0.648239114;0.885202783;0.314556757;0.474036396;0.347862367;0.808256041;0.0514846;0.351914118;0.123224812;0.51787821;0.281913662;0.699838456;0.44699634;0.276899642;0.640762029;0.338736829;0.165081367;0.711116898;0.042994241;0.329734105;0.962615846;0.595420313;0.18328194;0.852892553;0.407614642;0.973748693;0.927738161;0.731297544;0.699086651;0.283309805;0.028374386;0.32842305;0.845400507;0.879287476;0.139543711;0.000948681;0.028125208;0.84871203;0.86583791;0.186033395;0.264705893;0.90490046;0.491705289;0.323187271;0.786973264;0.748787906;0.368039789;0.431239306;0.510463043;0.495592683;0.351656122;0.785832293;0.021619341;0.843758924;0.825800279;0.559933589;0.153559854;0.873537656;0.891795457;0.994747136;0.272165663;0.114897324;0.255862192;0.022802892;0.028878228;0.964457396;0.519086514;0.120349086;0.453015125;0.958834271;0.217959122;0.859430724;0.773793848;0.205062124;0.291996579;0.936851829;0.577693279;0.678501798;0.62588815;0.631609612;0.339505453;0.010576442;0.598942346;0.112885878;0.07249208;0.339898932;0.440995444;0.028376574;0.214835549;0.363976536;0.888622253
